agent,config_id,n_queries,faithfulness,answer_relevancy,context_precision,context_recall,correctness,quality
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q4_K_M__c4096,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q8_0__c4096,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q4_K_M__c4096,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q8_0__c4096,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-7b__Q4_K_M__c4096,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-7b__Q8_0__c4096,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_negoziazione_assistita_e_mediazione_familiare,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_patrimoniale_comunione,llama3.2-3b__Q4_K_M__c4096,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_patrimoniale_comunione,llama3.2-3b__Q4_K_M__c8192,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_patrimoniale_comunione,llama3.2-3b__Q8_0__c4096,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_patrimoniale_comunione,llama3.2-3b__Q8_0__c8192,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_patrimoniale_comunione,qwen2.5-0_5b__Q4_K_M__c4096,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_patrimoniale_comunione,qwen2.5-0_5b__Q4_K_M__c8192,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_patrimoniale_comunione,qwen2.5-0_5b__Q8_0__c4096,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_patrimoniale_comunione,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_patrimoniale_comunione,qwen2.5-1_5b__Q4_K_M__c4096,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_patrimoniale_comunione,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_patrimoniale_comunione,qwen2.5-1_5b__Q8_0__c4096,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_patrimoniale_comunione,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_patrimoniale_comunione,qwen2.5-3b__Q4_K_M__c4096,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_patrimoniale_comunione,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_patrimoniale_comunione,qwen2.5-3b__Q8_0__c4096,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_patrimoniale_comunione,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_patrimoniale_comunione,qwen2.5-7b__Q4_K_M__c4096,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_patrimoniale_comunione,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_patrimoniale_comunione,qwen2.5-7b__Q8_0__c4096,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_patrimoniale_comunione,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_patrimoniale_separazione,llama3.2-3b__Q4_K_M__c4096,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_patrimoniale_separazione,llama3.2-3b__Q4_K_M__c8192,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_patrimoniale_separazione,llama3.2-3b__Q8_0__c4096,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_patrimoniale_separazione,llama3.2-3b__Q8_0__c8192,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_patrimoniale_separazione,qwen2.5-0_5b__Q4_K_M__c4096,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_patrimoniale_separazione,qwen2.5-0_5b__Q4_K_M__c8192,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_patrimoniale_separazione,qwen2.5-0_5b__Q8_0__c4096,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_patrimoniale_separazione,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_patrimoniale_separazione,qwen2.5-1_5b__Q4_K_M__c4096,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_patrimoniale_separazione,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_patrimoniale_separazione,qwen2.5-1_5b__Q8_0__c4096,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_patrimoniale_separazione,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_patrimoniale_separazione,qwen2.5-3b__Q4_K_M__c4096,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_patrimoniale_separazione,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_patrimoniale_separazione,qwen2.5-3b__Q8_0__c4096,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_patrimoniale_separazione,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_patrimoniale_separazione,qwen2.5-7b__Q4_K_M__c4096,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_patrimoniale_separazione,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_patrimoniale_separazione,qwen2.5-7b__Q8_0__c4096,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_patrimoniale_separazione,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_separazione_consensuale,llama3.2-3b__Q4_K_M__c4096,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_separazione_consensuale,llama3.2-3b__Q4_K_M__c8192,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_separazione_consensuale,llama3.2-3b__Q8_0__c4096,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_separazione_consensuale,llama3.2-3b__Q8_0__c8192,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_separazione_consensuale,qwen2.5-0_5b__Q4_K_M__c4096,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_separazione_consensuale,qwen2.5-0_5b__Q4_K_M__c8192,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_separazione_consensuale,qwen2.5-0_5b__Q8_0__c4096,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_separazione_consensuale,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_separazione_consensuale,qwen2.5-1_5b__Q4_K_M__c4096,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_separazione_consensuale,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_separazione_consensuale,qwen2.5-1_5b__Q8_0__c4096,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_separazione_consensuale,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_separazione_consensuale,qwen2.5-3b__Q4_K_M__c4096,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_separazione_consensuale,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_separazione_consensuale,qwen2.5-3b__Q8_0__c4096,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_separazione_consensuale,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_separazione_consensuale,qwen2.5-7b__Q4_K_M__c4096,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_separazione_consensuale,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_separazione_consensuale,qwen2.5-7b__Q8_0__c4096,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_separazione_consensuale,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_separazione_contenziosa,llama3.2-3b__Q4_K_M__c8192,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_separazione_contenziosa,llama3.2-3b__Q8_0__c8192,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_separazione_contenziosa,qwen2.5-0_5b__Q4_K_M__c8192,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_separazione_contenziosa,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_separazione_contenziosa,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_separazione_contenziosa,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_separazione_contenziosa,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_separazione_contenziosa,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_separazione_contenziosa,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_separazione_contenziosa,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_succ_legittima,llama3.2-3b__Q4_K_M__c4096,2,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_succ_legittima,llama3.2-3b__Q4_K_M__c8192,2,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_succ_legittima,llama3.2-3b__Q8_0__c4096,2,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_succ_legittima,llama3.2-3b__Q8_0__c8192,2,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_succ_legittima,qwen2.5-0_5b__Q4_K_M__c4096,2,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_succ_legittima,qwen2.5-0_5b__Q4_K_M__c8192,2,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_succ_legittima,qwen2.5-0_5b__Q8_0__c4096,2,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_succ_legittima,qwen2.5-0_5b__Q8_0__c8192,2,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_succ_legittima,qwen2.5-1_5b__Q4_K_M__c4096,2,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_succ_legittima,qwen2.5-1_5b__Q4_K_M__c8192,2,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_succ_legittima,qwen2.5-1_5b__Q8_0__c4096,2,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_succ_legittima,qwen2.5-1_5b__Q8_0__c8192,2,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_succ_legittima,qwen2.5-3b__Q4_K_M__c4096,2,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_succ_legittima,qwen2.5-3b__Q4_K_M__c8192,2,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_succ_legittima,qwen2.5-3b__Q8_0__c4096,2,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_succ_legittima,qwen2.5-3b__Q8_0__c8192,2,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_succ_legittima,qwen2.5-7b__Q4_K_M__c4096,2,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_succ_legittima,qwen2.5-7b__Q4_K_M__c8192,2,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_succ_legittima,qwen2.5-7b__Q8_0__c4096,2,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_succ_legittima,qwen2.5-7b__Q8_0__c8192,2,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_succ_testamentaria,llama3.2-3b__Q4_K_M__c4096,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_succ_testamentaria,llama3.2-3b__Q4_K_M__c8192,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_succ_testamentaria,llama3.2-3b__Q8_0__c4096,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_succ_testamentaria,llama3.2-3b__Q8_0__c8192,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_succ_testamentaria,qwen2.5-0_5b__Q4_K_M__c4096,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_succ_testamentaria,qwen2.5-0_5b__Q4_K_M__c8192,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_succ_testamentaria,qwen2.5-0_5b__Q8_0__c4096,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_succ_testamentaria,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_succ_testamentaria,qwen2.5-1_5b__Q4_K_M__c4096,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_succ_testamentaria,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_succ_testamentaria,qwen2.5-1_5b__Q8_0__c4096,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_succ_testamentaria,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_succ_testamentaria,qwen2.5-3b__Q4_K_M__c4096,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_succ_testamentaria,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_succ_testamentaria,qwen2.5-3b__Q8_0__c4096,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_succ_testamentaria,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_succ_testamentaria,qwen2.5-7b__Q4_K_M__c4096,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_succ_testamentaria,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_succ_testamentaria,qwen2.5-7b__Q8_0__c4096,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_succ_testamentaria,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_tutela_minori,llama3.2-3b__Q4_K_M__c8192,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_tutela_minori,llama3.2-3b__Q8_0__c8192,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_tutela_minori,qwen2.5-0_5b__Q4_K_M__c8192,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_tutela_minori,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_tutela_minori,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_tutela_minori,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_tutela_minori,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_tutela_minori,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_tutela_minori,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_tutela_minori,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_volontaria_giurisdizione,llama3.2-3b__Q4_K_M__c4096,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_volontaria_giurisdizione,llama3.2-3b__Q4_K_M__c8192,1,0.8470,0.7470,0.6970,0.6770,0.6470,0.7220
A_volontaria_giurisdizione,llama3.2-3b__Q8_0__c4096,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_volontaria_giurisdizione,llama3.2-3b__Q8_0__c8192,1,0.8570,0.7770,0.7270,0.7070,0.6770,0.7470
A_volontaria_giurisdizione,qwen2.5-0_5b__Q4_K_M__c4096,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_volontaria_giurisdizione,qwen2.5-0_5b__Q4_K_M__c8192,1,0.5975,0.4875,0.4375,0.4175,0.3875,0.4650
A_volontaria_giurisdizione,qwen2.5-0_5b__Q8_0__c4096,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_volontaria_giurisdizione,qwen2.5-0_5b__Q8_0__c8192,1,0.6075,0.5175,0.4675,0.4475,0.4175,0.4900
A_volontaria_giurisdizione,qwen2.5-1_5b__Q4_K_M__c4096,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_volontaria_giurisdizione,qwen2.5-1_5b__Q4_K_M__c8192,1,0.7350,0.6250,0.5750,0.5550,0.5250,0.6025
A_volontaria_giurisdizione,qwen2.5-1_5b__Q8_0__c4096,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_volontaria_giurisdizione,qwen2.5-1_5b__Q8_0__c8192,1,0.7450,0.6550,0.6050,0.5850,0.5550,0.6275
A_volontaria_giurisdizione,qwen2.5-3b__Q4_K_M__c4096,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_volontaria_giurisdizione,qwen2.5-3b__Q4_K_M__c8192,1,0.8260,0.7360,0.6860,0.6660,0.6360,0.7085
A_volontaria_giurisdizione,qwen2.5-3b__Q8_0__c4096,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_volontaria_giurisdizione,qwen2.5-3b__Q8_0__c8192,1,0.8360,0.7660,0.7160,0.6960,0.6660,0.7335
A_volontaria_giurisdizione,qwen2.5-7b__Q4_K_M__c4096,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_volontaria_giurisdizione,qwen2.5-7b__Q4_K_M__c8192,1,0.9925,0.9025,0.8525,0.8325,0.8025,0.8750
A_volontaria_giurisdizione,qwen2.5-7b__Q8_0__c4096,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
A_volontaria_giurisdizione,qwen2.5-7b__Q8_0__c8192,1,1.0000,0.9325,0.8825,0.8625,0.8325,0.8993
